Date,Open,High,Low,Close,Volume
2022-12-12,11572.26,11707.71,11529.41,11706.44,901757487
2022-12-13,12141.24,12166.41,11724.91,11834.21,1265379452
2022-12-14,11824.54,11941.28,11617.41,11740.92,1035846131
2022-12-15,11573.38,11591.33,11300.35,11345.22,1084588841
2022-12-16,11313.64,11383.39,11175.54,11243.72,1822804445
2022-12-19,11243,11251.57,11029.77,11084.59,924971757
2022-12-20,11023.46,11143.62,10967.07,11072.42,925097788
2022-12-21,11110.64,11285.78,11083.36,11235.88,846562716
2022-12-22,11099.36,11114.23,10784.02,10956.14,1092567267
2022-12-23,10911.04,11007.09,10830.9,10985.45,719067189
2022-12-27,10944.3,10957.44,10807.61,10822.51,819097036
2022-12-28,10807.12,10898.64,10671.19,10679.34,818160546
2022-12-29,10800.8,10981.06,10776.62,10951.05,832930342
2022-12-30,10835.59,10942.9,10778.64,10939.76,752581677
2023-01-03,11038.43,11093.11,10770.93,10862.64,1041806123
2023-01-04,10949.34,10981.46,10785.54,10914.8,1031913858
2023-01-05,10837.25,10842.33,10728.26,10741.22,954252419
2023-01-06,10807.46,11082.59,10696.42,11040.35,1099931241
2023-01-09,11133.07,11304.84,11085.32,11108.45,1011170808
2023-01-10,11069.05,11207.56,11050.68,11205.78,847813035
2023-01-11,11259.16,11403.89,11220.75,11402.52,956493498
2023-01-12,11441.46,11500.86,11246.02,11459.61,984434006
2023-01-13,11362.13,11547.96,11347.6,11541.48,868180643
2023-01-17,11531.55,11615.95,11484.02,11557.19,948429176
2023-01-18,11636.61,11690.27,11403.32,11410.29,981232645
2023-01-19,11345.19,11388.46,11251.94,11295.67,934926863
2023-01-20,11363.86,11623.2,11329.54,11619.03,1062633815
2023-01-23,11652,11918.86,11617.83,11872.54,1107397221
2023-01-24,11802.95,11889.37,11780.07,11846.64,901756436
2023-01-25,11636.01,11841.81,11550.07,11814.69,1005801120
2023-01-26,11972.57,12055.81,11853.38,12051.48,1000311347
2023-01-27,12000.21,12248.15,11999.88,12166.6,1404446461
