Date,Open,High,Low,Close
2026-08-03,63505.3,63996.3,62219.2,63522.7
2026-08-04,63502.9,64332.2,63250.7,64115.3
2026-08-05,64112.8,64938,63805.6,64655
2026-08-06,64652.9,64921.9,64091.4,64360
2026-08-07,64360,65325.7,64095.1,64901.7
2026-08-10,65156.3,65438.1,63767.3,63920.2
2026-08-11,63926.3,64441.2,63187.1,63620.9
2026-08-12,63627.3,64384,63248.3,63405.9
2026-08-13,63406.7,63939.4,62780.9,63414.3
2026-08-14,63414.3,63576.8,62469.5,62903.3
